vector,label
"[-8.1682622e-02  2.4824519e-01  5.6091279e-02  1.1983961e-01
 -2.5442529e-02 -4.6655506e-01  6.7550600e-02  5.9922183e-01
 -1.3838913e-01 -2.4113174e-01  1.1234405e-02 -4.8329580e-01
 -2.1473537e-01  1.1532161e-01  1.1943634e-01 -2.7529603e-01
  5.6922968e-02 -3.5777077e-01 -5.4750424e-03 -4.3342590e-01
  2.0461503e-01  1.1455106e-01  1.8274027e-01 -2.3605427e-01
 -1.3201021e-01  9.9240988e-02 -2.1859953e-01 -2.4400710e-01
 -2.7149141e-01  4.5216538e-02  2.9396871e-01  7.6256551e-02
  6.7855030e-02 -1.7560419e-01 -8.6256094e-02  3.0848408e-01
  4.8521191e-02 -2.8092760e-01 -1.3094018e-01 -5.5934900e-01
  1.2765071e-01 -2.8645134e-01 -1.4432853e-01 -3.5884103e-03
  2.4791133e-01 -6.6588698e-03 -1.7706113e-01 -3.3343557e-02
  1.6501972e-01  2.3163632e-01  4.4677004e-02 -2.2434668e-01
  5.0650572e-04 -1.2196544e-01 -2.3887691e-01  1.9157162e-01
  1.3683064e-01 -7.2970249e-02 -2.7271739e-01  5.6112390e-02
  9.7220145e-02  1.3795327e-01 -9.6326545e-02 -4.0229101e-02
 -3.3743918e-01  2.9254934e-01  9.5786169e-02  2.1560051e-01
 -4.7164267e-01  4.1678274e-01 -5.0110709e-02  8.1157930e-02
  2.1529503e-01 -1.5630547e-02  2.8843448e-01  1.5909253e-01
  6.6785231e-02 -3.2112602e-02 -2.6228258e-01  3.1620670e-02
 -1.7933939e-01 -5.1173162e-02 -3.1251889e-01  4.7497562e-01
 -8.7817870e-02  5.4633673e-02  1.7587358e-01  2.3580700e-01
  3.6028102e-01  1.1406439e-01  3.8264248e-01  5.8080941e-02
 -7.2918117e-02  9.7960919e-02  4.1597530e-01  4.3778518e-01
  6.4702153e-02 -3.5489890e-01  9.4858915e-02 -1.2801800e-02]",1
"[-0.04180591  0.1357692   0.03323363  0.06357525 -0.0153009  -0.25164253
  0.03498112  0.3254683  -0.0716389  -0.13294932  0.00472218 -0.25981334
 -0.11862931  0.05881634  0.06641746 -0.15030484  0.02698733 -0.19274807
 -0.00385895 -0.2297662   0.10963342  0.06509489  0.09966743 -0.12712213
 -0.07200368  0.05562539 -0.11759379 -0.13471492 -0.14455624  0.02392749
  0.16091546  0.03750254  0.03927807 -0.09593076 -0.04490962  0.15708655
  0.02860355 -0.15202816 -0.06751627 -0.3060982   0.06741958 -0.1559736
 -0.08118089 -0.00503262  0.13375093 -0.00239553 -0.0922179  -0.01690623
  0.08712098  0.12427345  0.0229231  -0.12466723  0.00134333 -0.06898074
 -0.13102396  0.10651777  0.08375578 -0.03963408 -0.14540465  0.03046601
  0.05310352  0.07842267 -0.05340092 -0.02122139 -0.18279439  0.15972771
  0.05202676  0.11210368 -0.25382578  0.22629662 -0.03236588  0.04203366
  0.11840436 -0.00790789  0.15667103  0.08392204  0.03841615 -0.01706416
 -0.14241473  0.0171765  -0.09288866 -0.02342855 -0.16705684  0.25817165
 -0.04759055  0.02676615  0.0940252   0.12096167  0.19286503  0.05940787
  0.21066819  0.03086348 -0.0381567   0.05498093  0.22739345  0.2363428
  0.03440124 -0.19831438  0.04655839 -0.00927447]",1
"[-0.08438562  0.25514358  0.06405325  0.12528442 -0.03433802 -0.48468253
  0.06904588  0.6187649  -0.14605412 -0.25641686  0.01129376 -0.49553478
 -0.2242296   0.11596946  0.1282946  -0.28285223  0.05684916 -0.36562997
 -0.01170138 -0.43639463  0.20312199  0.11473318  0.19136164 -0.24248427
 -0.13938093  0.10193992 -0.22433119 -0.2557048  -0.27368912  0.04583757
  0.30289125  0.07400358  0.07102982 -0.17882456 -0.08651081  0.30760497
  0.05744278 -0.29281622 -0.13491084 -0.5786186   0.12923917 -0.2973575
 -0.15488791 -0.00938954  0.2474882  -0.00725872 -0.17204425 -0.03503782
  0.16367215  0.24111518  0.04873703 -0.239346    0.00127195 -0.13091607
 -0.2491054   0.20241562  0.15476805 -0.07145882 -0.27949032  0.05690683
  0.10335194  0.14323157 -0.10083166 -0.04191956 -0.34578323  0.31063414
  0.1008529   0.21685192 -0.4864935   0.42923588 -0.0591899   0.08056797
  0.22682601 -0.01300723  0.29793307  0.16226777  0.06344493 -0.03385119
 -0.27279192  0.03302361 -0.17773747 -0.04249042 -0.31217745  0.4908717
 -0.08565941  0.05530882  0.17781624  0.23676397  0.36533266  0.11543372
  0.40227884  0.05261067 -0.07076918  0.1037104   0.43282902  0.45692426
  0.06977169 -0.3749239   0.08452218 -0.01839431]",2
"[-0.05251797  0.16331354  0.03851598  0.07745075 -0.01987088 -0.3082062
  0.04349671  0.39329097 -0.09044887 -0.15862992  0.00577706 -0.3189208
 -0.14468874  0.07463615  0.08147222 -0.18596998  0.0351315  -0.23750179
 -0.00650021 -0.2799661   0.13535495  0.07415365  0.12182993 -0.1555088
 -0.08896704  0.06562089 -0.14086302 -0.16573735 -0.17705677  0.03009453
  0.19807771  0.05055385  0.04782139 -0.11600193 -0.05598533  0.19765832
  0.03367544 -0.18695368 -0.0866581  -0.37192506  0.08427878 -0.19168696
 -0.09900049 -0.00381751  0.16039158 -0.00126167 -0.11223381 -0.02401195
  0.10471921  0.15452     0.02975767 -0.15311484 -0.00059056 -0.08369227
 -0.1591266   0.12994851  0.0965689  -0.04804612 -0.18218468  0.03925132
  0.06585871  0.09027232 -0.06575479 -0.02803066 -0.22228658  0.19766526
  0.06487399  0.14035928 -0.3129164   0.2758129  -0.03538906  0.05148985
  0.14684433 -0.00874018  0.19151881  0.10510352  0.04117803 -0.02248106
 -0.17559367  0.02245438 -0.11451741 -0.03117851 -0.20633176  0.3156622
 -0.05575041  0.03587624  0.11823414  0.15235011  0.23498955  0.07618286
  0.25448313  0.03553696 -0.04597213  0.0653812   0.27843773  0.29062274
  0.04163245 -0.23713362  0.05666992 -0.0132252 ]",0
"[-0.06083082  0.19642155  0.04841859  0.09310676 -0.02395254 -0.36971152
  0.05259924  0.4728117  -0.11036047 -0.19374034  0.00960985 -0.38054118
 -0.17124385  0.08855768  0.0954158  -0.2158563   0.04349057 -0.28250173
 -0.00518043 -0.33781764  0.15685281  0.09075899  0.14912952 -0.18700965
 -0.10516373  0.08012446 -0.17099126 -0.19726048 -0.21282281  0.03733005
  0.2335589   0.05851426  0.05782299 -0.13861018 -0.06396069  0.23783717
  0.03949912 -0.22499971 -0.10491155 -0.44381267  0.10083955 -0.23018497
 -0.11657853 -0.00462754  0.19393207 -0.00217736 -0.13434176 -0.02877223
  0.12582661  0.1841764   0.03682471 -0.18113488 -0.00088613 -0.0987788
 -0.19084577  0.1517469   0.11239825 -0.05895227 -0.21491423  0.04115488
  0.07503252  0.10852955 -0.07799833 -0.03209866 -0.26567256  0.23584944
  0.07645492  0.16671483 -0.37662852  0.3318564  -0.04550039  0.0596954
  0.17337747 -0.01042971  0.22776818  0.12643015  0.05013522 -0.02529324
 -0.21080713  0.02963197 -0.13813047 -0.03776848 -0.24366754  0.37710455
 -0.06767957  0.0441885   0.1383261   0.18387574  0.28142065  0.08895888
  0.3045501   0.04173806 -0.05582825  0.07992108  0.32993922  0.34628758
  0.05363515 -0.2838307   0.06881354 -0.01379127]",1
"[-0.07278983  0.2316639   0.05674846  0.11021861 -0.03004029 -0.43742958
  0.06420644  0.55949175 -0.12879097 -0.2293856   0.00883717 -0.45039517
 -0.20481351  0.10470368  0.11596358 -0.25592655  0.05273889 -0.33240762
 -0.00724151 -0.39821416  0.18571207  0.1076839   0.1739129  -0.22063048
 -0.1266373   0.09234226 -0.20027831 -0.23320422 -0.24831091  0.04422733
  0.27783862  0.06803437  0.06555362 -0.16287914 -0.07815608  0.27831283
  0.04916317 -0.26344788 -0.12080728 -0.5239744   0.1201031  -0.27069506
 -0.14117745 -0.00591794  0.22705236 -0.00413868 -0.15966749 -0.03330521
  0.14993025  0.21639244  0.04123681 -0.215519    0.00109501 -0.11743113
 -0.22321923  0.1834135   0.13778378 -0.06584045 -0.25302958  0.05255545
  0.0911281   0.1282721  -0.09214291 -0.03686881 -0.31379735  0.28061903
  0.08982469  0.19756049 -0.44444856  0.39017323 -0.05276331  0.07336339
  0.20774727 -0.01319702  0.26908585  0.14585213  0.05976496 -0.03224212
 -0.24795029  0.03150962 -0.16060328 -0.04366558 -0.28784823  0.44604155
 -0.07645749  0.04985305  0.16219477  0.2157584   0.33451805  0.10669339
  0.36174315  0.04856367 -0.06533154  0.09393935  0.39080366  0.41390175
  0.06262892 -0.3365269   0.08057529 -0.01672038]",1
"[-8.61524493e-02  2.76442707e-01  6.80485070e-02  1.32947728e-01
 -3.41328532e-02 -5.19676983e-01  7.41483942e-02  6.65873826e-01
 -1.56111330e-01 -2.72659868e-01  1.22053577e-02 -5.37306011e-01
 -2.40099505e-01  1.28489196e-01  1.39683485e-01 -3.05449277e-01
  5.98241091e-02 -3.96479756e-01 -8.65650736e-03 -4.75294590e-01
  2.24225253e-01  1.26854941e-01  2.07524061e-01 -2.61336386e-01
 -1.49883837e-01  1.08170047e-01 -2.41012916e-01 -2.77463019e-01
 -2.96588570e-01  5.16705588e-02  3.27869713e-01  8.04444328e-02
  8.17006901e-02 -1.95916206e-01 -9.57065374e-02  3.35543096e-01
  5.83104752e-02 -3.17449421e-01 -1.46926865e-01 -6.27239168e-01
  1.42167449e-01 -3.20963860e-01 -1.64664343e-01 -7.71222170e-03
  2.71674544e-01 -2.33721384e-03 -1.89115196e-01 -4.00051437e-02
  1.76574230e-01  2.61011481e-01  4.47888114e-02 -2.56178319e-01
 -2.62255257e-04 -1.42230555e-01 -2.62734085e-01  2.16342479e-01
  1.62389994e-01 -7.90600330e-02 -3.02885741e-01  6.10822998e-02
  1.10022433e-01  1.52818069e-01 -1.09460436e-01 -4.28444408e-02
 -3.77263576e-01  3.34076792e-01  1.08990036e-01  2.35678598e-01
 -5.27179182e-01  4.67553049e-01 -6.32263944e-02  8.60674977e-02
  2.44870096e-01 -1.36679020e-02  3.19575369e-01  1.74132854e-01
  6.89755529e-02 -3.82675827e-02 -2.96772033e-01  3.59862633e-02
 -1.91352651e-01 -5.20319939e-02 -3.43893558e-01  5.33509851e-01
 -9.29362327e-02  6.33004159e-02  1.92404062e-01  2.56177604e-01
  3.93982500e-01  1.25104547e-01  4.31654394e-01  5.41394688e-02
 -7.86799714e-02  1.10401407e-01  4.64589447e-01  4.92649585e-01
  7.01543614e-02 -4.03386265e-01  9.72010419e-02 -2.14975532e-02]",2
"[-0.06063266  0.20127884  0.04758137  0.09534024 -0.02544903 -0.37669384
  0.05488773  0.48488078 -0.112593   -0.19541101  0.00794188 -0.39073238
 -0.17643954  0.09133434  0.10018898 -0.22343314  0.04517698 -0.28858322
 -0.00599828 -0.34686193  0.16348259  0.09468841  0.15161641 -0.19113635
 -0.10995694  0.07986714 -0.17552893 -0.20563436 -0.21622172  0.03843995
  0.24255753  0.05793859  0.06082582 -0.14255032 -0.06764176  0.24664778
  0.04127285 -0.2297798  -0.10615429 -0.45803946  0.10505136 -0.23721668
 -0.12358822 -0.00543091  0.19931564 -0.00145982 -0.13763367 -0.02846194
  0.12915704  0.18773673  0.03443115 -0.18919541 -0.00053859 -0.10079874
 -0.1930127   0.15887834  0.11976419 -0.05797261 -0.22130999  0.04495717
  0.07951882  0.11169913 -0.08101849 -0.02943354 -0.27329016  0.24568112
  0.08102338  0.17113313 -0.38675758  0.34103778 -0.04727132  0.06007295
  0.17934792 -0.01103297  0.23253094  0.12559302  0.04920513 -0.02702517
 -0.21659885  0.02811396 -0.14007908 -0.04005083 -0.25387698  0.3871989
 -0.0678795   0.04545244  0.14222293  0.1888231   0.28922337  0.0918297
  0.3136235   0.04175853 -0.05667026  0.07964896  0.3393202   0.35875002
  0.05158425 -0.29441348  0.07234605 -0.01635534]",1
"[-0.06893539  0.21682899  0.05603974  0.10291299 -0.02845971 -0.40533417
  0.05913204  0.5192671  -0.11701135 -0.21302022  0.00905157 -0.41472033
 -0.18740101  0.09505727  0.10843885 -0.23970504  0.04638493 -0.30618683
 -0.01042689 -0.36533812  0.16972454  0.10029559  0.15909067 -0.2035063
 -0.11889646  0.08325304 -0.184558   -0.21895267 -0.22799574  0.03827352
  0.25789753  0.06199014  0.06368547 -0.15217273 -0.070825    0.25641483
  0.04844917 -0.24496217 -0.10574362 -0.48553374  0.11008774 -0.24947304
 -0.13367443 -0.00993831  0.20813777 -0.00245371 -0.14608113 -0.0260806
  0.13916287  0.19891486  0.03927842 -0.2038939   0.00149006 -0.11053906
 -0.20498674  0.17400022  0.13146473 -0.06102637 -0.23023787  0.04891747
  0.08471784  0.12293255 -0.08844093 -0.03989004 -0.28715312  0.26018065
  0.08213023  0.17791833 -0.4090799   0.36039075 -0.04935361  0.06829664
  0.19433066 -0.01341223  0.2505902   0.13366677  0.05651444 -0.03098658
 -0.22895508  0.02639889 -0.14815024 -0.03775569 -0.26344052  0.4118477
 -0.07138072  0.04576036  0.14828235  0.19418253  0.3094324   0.09555433
  0.3360389   0.04544065 -0.05993239  0.08767819  0.36228484  0.3797241
  0.05709988 -0.31325755  0.07285193 -0.01804766]",2
"[-0.09685941  0.29632992  0.07955778  0.14067699 -0.03967708 -0.5528818
  0.08358977  0.7080936  -0.16154552 -0.28935432  0.01032802 -0.5652497
 -0.25594935  0.13042614  0.14782043 -0.3259211   0.06384126 -0.41799003
 -0.01664515 -0.49697304  0.22930373  0.13736412  0.21894363 -0.27770373
 -0.1597418   0.11176002 -0.25286227 -0.29747248 -0.30976814  0.05071344
  0.35211876  0.08490823  0.08685853 -0.20593214 -0.0957626   0.3490655
  0.06591796 -0.3322877  -0.14375703 -0.65968066  0.15154396 -0.33977208
 -0.18153627 -0.01197244  0.28228137 -0.00607546 -0.19765414 -0.03545868
  0.18833944  0.26945695  0.05125907 -0.2791121   0.00252637 -0.14886303
 -0.27836505  0.23846711  0.18083344 -0.08342335 -0.31197804  0.0660414
  0.11412298  0.16607912 -0.12084486 -0.05358775 -0.39021927  0.35549545
  0.11230495  0.24362345 -0.5556238   0.49016643 -0.06792624  0.09151428
  0.26642293 -0.01620289  0.33992776  0.18199953  0.07975004 -0.04342518
 -0.30970863  0.03619802 -0.20254387 -0.0520533  -0.3566847   0.5609219
 -0.09656183  0.06458531  0.20204118  0.2631212   0.42120123  0.13151172
  0.45662817  0.0644317  -0.08207973  0.12016474  0.49292737  0.51671124
  0.07507261 -0.42403534  0.09931771 -0.02262243]",2
"[-0.07281262  0.23346704  0.05894992  0.10968609 -0.02900325 -0.4367432
  0.06107474  0.55801773 -0.12560134 -0.22757356  0.00924348 -0.44911468
 -0.2034525   0.10273031  0.11360881 -0.25761738  0.04759024 -0.33129793
 -0.00609392 -0.39339128  0.18584     0.10411728  0.17460336 -0.22018172
 -0.12770797  0.09227344 -0.1987144  -0.23609747 -0.24708806  0.04301877
  0.2782605   0.07043564  0.06785548 -0.16347714 -0.07329383  0.27648506
  0.04734072 -0.26490873 -0.11746822 -0.52257633  0.12145476 -0.27192017
 -0.14232463 -0.00676519  0.22334541 -0.00243773 -0.15541285 -0.03293275
  0.1506691   0.21253508  0.04519572 -0.21964057  0.00147971 -0.11900183
 -0.22039895  0.18696754  0.13831748 -0.0657039  -0.25385547  0.05020051
  0.09103291  0.12870182 -0.09382921 -0.03955241 -0.31315526  0.27964395
  0.09191941  0.19381385 -0.44218233  0.3869885  -0.05277912  0.06968136
  0.20744023 -0.01184633  0.2687818   0.14618434  0.05995953 -0.03397299
 -0.24727604  0.031005   -0.16172668 -0.04289447 -0.28969735  0.44311827
 -0.07889562  0.04861952  0.16419582  0.21472402  0.33394516  0.10436587
  0.36209524  0.0489884  -0.06644309  0.09148713  0.38933057  0.4115366
  0.06313685 -0.33600032  0.07793704 -0.01927246]",1
"[-4.13714275e-02  1.34514451e-01  3.53947990e-02  6.49705529e-02
 -1.51782865e-02 -2.49352306e-01  3.41314189e-02  3.22964638e-01
 -7.24436492e-02 -1.32630557e-01  5.72624011e-03 -2.62232423e-01
 -1.17299601e-01  5.85121699e-02  6.44706786e-02 -1.48160189e-01
  3.12824994e-02 -1.93577394e-01 -4.54944279e-03 -2.27700382e-01
  1.06098801e-01  6.09565526e-02  9.84836593e-02 -1.26381963e-01
 -7.56474435e-02  5.45002483e-02 -1.16550349e-01 -1.34393126e-01
 -1.43991664e-01  2.60179993e-02  1.57839298e-01  4.06215861e-02
  3.75149325e-02 -9.48952362e-02 -4.52763811e-02  1.62233666e-01
  2.71365456e-02 -1.53861076e-01 -6.84058443e-02 -3.05544019e-01
  6.78909793e-02 -1.56832069e-01 -8.08656216e-02 -4.67025256e-03
  1.30482808e-01 -2.43561668e-03 -9.17526633e-02 -1.84879415e-02
  8.55163634e-02  1.24429464e-01  2.32926086e-02 -1.23194844e-01
 -7.07888321e-05 -6.86092079e-02 -1.29741877e-01  1.07808053e-01
  7.90130496e-02 -3.92701626e-02 -1.45905212e-01  2.65609752e-02
  5.35782836e-02  7.56423399e-02 -5.43564484e-02 -2.14613192e-02
 -1.82759553e-01  1.59483448e-01  5.15733883e-02  1.13110960e-01
 -2.55214185e-01  2.24919423e-01 -2.90341862e-02  4.11070623e-02
  1.19386524e-01 -7.80972512e-03  1.55318141e-01  8.44190121e-02
  3.59312706e-02 -1.66499969e-02 -1.41413346e-01  1.64686777e-02
 -9.23983455e-02 -2.54754163e-02 -1.64617628e-01  2.54574269e-01
 -4.50350568e-02  2.87139788e-02  9.39043686e-02  1.23478159e-01
  1.90454066e-01  5.86849861e-02  2.08378404e-01  2.87135839e-02
 -3.72194462e-02  5.59139736e-02  2.23683104e-01  2.38512635e-01
  3.66590992e-02 -1.93278283e-01  4.50845994e-02 -7.46826176e-03]",1
"[-0.09069043  0.2717755   0.06734632  0.13029349 -0.03687109 -0.5119676
  0.07057945  0.6540518  -0.15398774 -0.2639453   0.01167899 -0.52137303
 -0.24105708  0.12734844  0.13692953 -0.30280307  0.05560073 -0.38276294
 -0.01341141 -0.4633005   0.21781395  0.12748219  0.20214993 -0.25049275
 -0.14942425  0.10547709 -0.23451291 -0.26962826 -0.29039475  0.05013821
  0.31432852  0.07545514  0.07820363 -0.18950444 -0.09418825  0.3201075
  0.06250692 -0.30613396 -0.13694625 -0.6162594   0.13494666 -0.30773696
 -0.16862476 -0.01192703  0.2600681  -0.00090429 -0.18832189 -0.02988651
  0.17640962  0.25711513  0.03959925 -0.24510889 -0.00286718 -0.13752855
 -0.25482488  0.2157207   0.16053025 -0.08483703 -0.29217595  0.0590627
  0.10377233  0.15412064 -0.10992687 -0.04386794 -0.3671652   0.32747397
  0.10724399  0.23489195 -0.5187729   0.45620286 -0.05804715  0.08547809
  0.23682515 -0.01507276  0.31283292  0.16714506  0.07613677 -0.03691245
 -0.29053795  0.03434126 -0.1846676  -0.04885988 -0.32992178  0.52014935
 -0.0974369   0.0566237   0.19088537  0.2489038   0.39087835  0.12029254
  0.41915378  0.05969693 -0.0767424   0.11115823  0.45568445  0.47893527
  0.06712697 -0.39390072  0.09217293 -0.01939537]",1
"[-4.73024398e-02  1.48659736e-01  3.81635576e-02  7.07185939e-02
 -1.85110681e-02 -2.80342758e-01  3.98627631e-02  3.57077390e-01
 -8.17595348e-02 -1.45820007e-01  6.12154556e-03 -2.87112594e-01
 -1.30134240e-01  6.44677281e-02  7.34598860e-02 -1.65773109e-01
  3.29174437e-02 -2.12421373e-01 -5.47995372e-03 -2.53140509e-01
  1.16213545e-01  6.90396950e-02  1.11396253e-01 -1.41211420e-01
 -8.10423121e-02  5.74654825e-02 -1.25861689e-01 -1.50177389e-01
 -1.59076855e-01  2.81597618e-02  1.78186908e-01  4.31242064e-02
  4.35832068e-02 -1.07179493e-01 -4.96346503e-02  1.76934987e-01
  3.31228040e-02 -1.68656543e-01 -7.47116059e-02 -3.36390883e-01
  7.79517144e-02 -1.74588352e-01 -9.26793292e-02 -5.42973215e-03
  1.43755853e-01 -1.04442297e-03 -1.00006439e-01 -2.18802355e-02
  9.28876176e-02  1.36932611e-01  2.76512410e-02 -1.42444313e-01
  3.35302379e-04 -7.52265230e-02 -1.41161412e-01  1.20718203e-01
  8.94189924e-02 -4.19219546e-02 -1.62611738e-01  3.44095752e-02
  5.75268380e-02  8.11332464e-02 -5.91426715e-02 -2.40691379e-02
 -1.98831022e-01  1.78870037e-01  5.86240590e-02  1.25420004e-01
 -2.85023600e-01  2.49212295e-01 -3.33800800e-02  4.62256856e-02
  1.34831071e-01 -8.67027976e-03  1.71171993e-01  9.27448124e-02
  3.37063074e-02 -2.02588867e-02 -1.59968883e-01  1.97752398e-02
 -1.03636906e-01 -2.74001323e-02 -1.82982609e-01  2.84920633e-01
 -4.95473593e-02  3.27095650e-02  1.04486540e-01  1.36718363e-01
  2.13007927e-01  6.90503195e-02  2.31760114e-01  3.00567932e-02
 -4.06793877e-02  5.96473292e-02  2.50084400e-01  2.63112187e-01
  4.10539992e-02 -2.15363771e-01  5.00780158e-02 -1.09075820e-02]",2
"[-1.00207493e-01  3.21136385e-01  7.74362162e-02  1.53072476e-01
 -3.70506570e-02 -6.03556216e-01  8.52011591e-02  7.75971949e-01
 -1.81075886e-01 -3.16535562e-01  1.38842463e-02 -6.22670949e-01
 -2.78914213e-01  1.47814155e-01  1.59619823e-01 -3.56068581e-01
  7.15519264e-02 -4.60368246e-01 -8.79302062e-03 -5.52446187e-01
  2.59046942e-01  1.43635228e-01  2.40722612e-01 -3.05189103e-01
 -1.74787194e-01  1.27642438e-01 -2.81722009e-01 -3.21011513e-01
 -3.44608426e-01  6.06618822e-02  3.84051800e-01  9.67176408e-02
  9.16529745e-02 -2.29569390e-01 -1.08763158e-01  3.88312578e-01
  6.47870600e-02 -3.64442438e-01 -1.66523233e-01 -7.26901233e-01
  1.67183563e-01 -3.74749392e-01 -1.94906250e-01 -8.14117491e-03
  3.15987855e-01 -6.11313991e-03 -2.23767608e-01 -4.33092080e-02
  2.11972535e-01  2.97515869e-01  5.57427295e-02 -2.98186570e-01
  3.14111297e-04 -1.62452683e-01 -3.04986119e-01  2.56109953e-01
  1.85569808e-01 -9.17246044e-02 -3.51730496e-01  7.24364221e-02
  1.27660885e-01  1.78787187e-01 -1.27258927e-01 -4.98180352e-02
 -4.33440506e-01  3.88243854e-01  1.29021287e-01  2.76863724e-01
 -6.12294018e-01  5.41089296e-01 -7.05454573e-02  1.00606792e-01
  2.83863574e-01 -1.65640973e-02  3.73096675e-01  2.03877106e-01
  8.30213204e-02 -4.47794497e-02 -3.42297643e-01  3.73593271e-02
 -2.25815475e-01 -6.37493059e-02 -4.00789618e-01  6.19999886e-01
 -1.09886497e-01  7.05564320e-02  2.26490304e-01  3.00158590e-01
  4.60963547e-01  1.44710585e-01  5.01392186e-01  6.60128444e-02
 -8.95250887e-02  1.30308032e-01  5.39390266e-01  5.68339825e-01
  8.62629786e-02 -4.66133267e-01  1.12201266e-01 -2.28486154e-02]",1
